,STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DT,year
11,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-12,0.0,",,0,2400",,,,,,,66,",,0",52,",,0",2010-01-12,2010
12,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-13,0.13,",,0,2400",,,,,,,63,",,0",53,",,0",2010-01-13,2010
13,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-14,0.0,",,0,2400",,,,,,,71,",,0",50,",,0",2010-01-14,2010
14,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-15,0.0,",,0,2400",,,,,,,73,",,0",50,",,0",2010-01-15,2010
15,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-16,0.0,",,0,2400",,,,,,,68,",,0",53,",,0",2010-01-16,2010
16,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-17,0.26,",,0,2400",,,,,,,63,",,0",52,",,0",2010-01-17,2010
17,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-18,0.75,",,0,2400",,,,,,,62,",,0",53,",,0",2010-01-18,2010
18,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-19,0.66,",,0,2400",,,,,,,59,",,0",50,",,0",2010-01-19,2010
19,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-20,1.13,",,0,2400",,,,,,,58,",,0",50,",,0",2010-01-20,2010
20,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-21,0.73,",,0,2400",,,,,,,58,",,0",50,",,0",2010-01-21,2010
21,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-22,0.48,",,0,2400",,,,,,,54,",,0",47,",,0",2010-01-22,2010
22,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-23,0.0,",,0,2400",,,,,,,58,",,0",43,",,0",2010-01-23,2010
23,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-24,0.0,",,0,2400",,,,,,,60,",,0",44,",,0",2010-01-24,2010
24,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-25,0.0,",,0,2400",,,,,,,64,",,0",44,",,0",2010-01-25,2010
25,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-26,0.16,",,0,2400",,,,,,,58,",,0",47,",,0",2010-01-26,2010
26,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-27,0.0,",,0,2400",,,,,,,66,",,0",53,",,0",2010-01-27,2010
27,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-28,0.0,",,0,2400",,,,,,,67,",,0",46,",,0",2010-01-28,2010
28,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-29,0.0,",,0,2400",,,,,,,64,",,0",49,",,0",2010-01-29,2010
29,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-30,0.0,",,0,2400",,,,,,,59,",,0",48,",,0",2010-01-30,2010
30,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-01-31,0.0,",,0,2400",,,,,,,62,",,0",46,",,0",2010-01-31,2010
31,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-01,0.0,",,0,2400",,,,,,,64,",,0",49,",,0",2010-02-01,2010
32,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-02,0.0,",,0,2400",,,,,,,61,",,0",51,",,0",2010-02-02,2010
33,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-03,0.0,",,0,2400",,,,,,,65,",,0",49,",,0",2010-02-03,2010
34,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-04,0.0,",,0,2400",,,,,,,63,",,0",53,",,0",2010-02-04,2010
35,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-05,1.39,",,0,2400",,,,,,,56,",,0",53,",,0",2010-02-05,2010
36,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-06,0.92,",,0,2400",,,,,,,59,",,0",52,",,0",2010-02-06,2010
37,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-07,0.0,",,0,2400",,,,,,,60,",,0",44,",,0",2010-02-07,2010
38,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-08,0.0,",,0,2400",,,,,,,60,",,0",48,",,0",2010-02-08,2010
39,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-09,0.2,",,0,2400",,,,,,,57,",,0",44,",,0",2010-02-09,2010
40,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-10,0.0,",,0,2400",,,,,,,62,",,0",41,",,0",2010-02-10,2010
41,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-11,0.0,",,0,2400",,,,,,,62,",,0",47,",,0",2010-02-11,2010
42,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-12,0.0,",,0,2400",,,,,,,62,",,0",49,",,0",2010-02-12,2010
43,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-13,0.0,",,0,2400",,,,,,,68,",,0",49,",,0",2010-02-13,2010
44,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-14,0.0,",,0,2400",,,,,,,77,",,0",51,",,0",2010-02-14,2010
45,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-15,0.0,",,0,2400",,,,,,,79,",,0",54,",,0",2010-02-15,2010
46,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-16,0.0,",,0,2400",,,,,,,80,",,0",53,",,0",2010-02-16,2010
47,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-17,0.0,",,0,2400",,,,,,,75,",,0",54,",,0",2010-02-17,2010
48,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-18,0.0,",,0,2400",,,,,,,62,",,0",55,",,0",2010-02-18,2010
49,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-19,0.1,",,0,2400",,,,,,,60,",,0",53,",,0",2010-02-19,2010
50,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-20,0.06,",,0,2400",,,,,,,60,",,0",51,",,0",2010-02-20,2010
51,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-21,0.02,",,0,2400",,,,,,,62,",,0",53,",,0",2010-02-21,2010
52,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-22,0.0,",,0,2400",,,,,,,70,",,0",53,",,0",2010-02-22,2010
53,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-23,0.0,",,0,2400",,,,,,,65,",,0",46,",,0",2010-02-23,2010
54,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-24,0.0,"T,,0,2400",,,,,,,62,",,0",52,",,0",2010-02-24,2010
55,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-25,0.0,",,0,2400",,,,,,,65,",,0",53,",,0",2010-02-25,2010
56,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-26,0.0,",,0,2400",,,,,,,71,",,0",54,",,0",2010-02-26,2010
57,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-27,0.54,",,0,2400",,,,,,,61,",,0",51,",,0",2010-02-27,2010
58,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-02-28,0.0,",,0,2400",,,,,,,63,",,0",46,",,0",2010-02-28,2010
59,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-01,0.0,",,0,2400",,,,,,,65,",,0",50,",,0",2010-03-01,2010
60,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-02,0.0,"T,,0,2400",,,,,,,63,",,0",55,",,0",2010-03-02,2010
61,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-03,0.02,",,0,2400",,,,,,,62,",,0",54,",,0",2010-03-03,2010
62,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-04,0.01,",,0,2400",,,,,,,60,",,0",51,",,0",2010-03-04,2010
63,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-05,0.0,",,0,2400",,,,,,,64,",,0",47,",,0",2010-03-05,2010
64,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-06,0.18,",,0,2400",,,,,,,61,",,0",51,",,0",2010-03-06,2010
65,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-07,0.0,",,0,2400",,,,,,,63,",,0",50,",,0",2010-03-07,2010
66,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-08,0.0,",,0,2400",,,,,,,61,",,0",52,",,0",2010-03-08,2010
67,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-09,0.0,",,0,2400",,,,,,,60,",,0",48,",,0",2010-03-09,2010
68,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-10,0.0,",,0,2400",,,,,,,61,",,0",50,",,0",2010-03-10,2010
69,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-11,0.0,",,0,2400",,,,,,,64,",,0",46,",,0",2010-03-11,2010
70,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-12,0.0,",,0,2400",,,,,,,65,",,0",47,",,0",2010-03-12,2010
71,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-13,0.0,",,0,2400",,,,,,,60,",,0",50,",,0",2010-03-13,2010
72,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-14,0.0,",,0,2400",,,,,,,65,",,0",49,",,0",2010-03-14,2010
73,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-15,0.0,",,0,2400",,,,,,,76,",,0",49,",,0",2010-03-15,2010
74,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-16,0.0,",,0,2400",,,,,,,85,",,0",57,",,0",2010-03-16,2010
75,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-17,0.0,",,0,2400",,,,,,,83,",,0",59,",,0",2010-03-17,2010
76,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-18,0.0,",,0,2400",,,,,,,72,",,0",55,",,0",2010-03-18,2010
77,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-19,0.0,",,0,2400",,,,,,,69,",,0",53,",,0",2010-03-19,2010
78,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-20,0.0,",,0,2400",,,,,,,75,",,0",53,",,0",2010-03-20,2010
79,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-21,0.0,",,0,2400",,,,,,,69,",,0",52,",,0",2010-03-21,2010
80,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-22,0.0,",,0,2400",,,,,,,64,",,0",51,",,0",2010-03-22,2010
81,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-23,0.0,",,0,2400",,,,,,,66,",,0",55,",,0",2010-03-23,2010
82,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-24,0.0,",,0,2400",,,,,,,69,",,0",53,",,0",2010-03-24,2010
83,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-25,0.0,",,0,2400",,,,,,,62,",,0",54,",,0",2010-03-25,2010
84,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-26,0.0,",,0,2400",,,,,,,68,",,0",52,",,0",2010-03-26,2010
85,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-27,0.0,",,0,2400",,,,,,,82,",,0",51,",,0",2010-03-27,2010
86,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-28,0.0,",,0,2400",,,,,,,81,",,0",55,",,0",2010-03-28,2010
87,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-29,0.0,",,0,2400",,,,,,,72,",,0",55,",,0",2010-03-29,2010
88,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-30,0.0,",,0,2400",,,,,,,64,",,0",57,",,0",2010-03-30,2010
89,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-03-31,0.0,",,0,2400",,,,,,,62,",,0",53,",,0",2010-03-31,2010
90,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-01,0.0,"T,,0,2400",,,,,,,59,",,0",49,",,0",2010-04-01,2010
91,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-02,0.0,",,0,2400",,,,,,,63,",,0",49,",,0",2010-04-02,2010
92,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-03,0.0,",,0,2400",,,,,,,64,",,0",51,",,0",2010-04-03,2010
93,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-04,0.01,",,0,2400",,,,,,,61,",,0",52,",,0",2010-04-04,2010
94,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-05,0.23,",,0,2400",,,,,,,62,",,0",52,",,0",2010-04-05,2010
95,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-06,0.0,",,0,2400",,,,,,,66,",,0",49,",,0",2010-04-06,2010
96,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-07,0.0,",,0,2400",,,,,,,77,",,0",52,",,0",2010-04-07,2010
97,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-08,0.0,",,0,2400",,,,,,,79,",,0",56,",,0",2010-04-08,2010
98,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-09,0.0,",,0,2400",,,,,,,71,",,0",55,",,0",2010-04-09,2010
99,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-10,0.0,",,0,2400",,,,,,,62,",,0",56,",,0",2010-04-10,2010
100,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-11,0.56,",,0,2400",,,,,,,63,",,0",53,",,0",2010-04-11,2010
101,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-12,0.21,",,0,2400",,,,,,,61,",,0",52,",,0",2010-04-12,2010
102,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-13,0.0,",,0,2400",,,,,,,62,",,0",48,",,0",2010-04-13,2010
103,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-14,0.0,",,0,2400",,,,,,,64,",,0",50,",,0",2010-04-14,2010
104,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-15,0.0,",,0,2400",,,,,,,65,",,0",53,",,0",2010-04-15,2010
105,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-16,0.0,",,0,2400",,,,,,,64,",,0",53,",,0",2010-04-16,2010
106,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-17,0.0,",,0,2400",,,,,,,69,",,0",53,",,0",2010-04-17,2010
107,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-18,0.0,",,0,2400",,,,,,,67,",,0",53,",,0",2010-04-18,2010
108,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-19,0.0,",,0,2400",,,,,,,66,",,0",57,",,0",2010-04-19,2010
109,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-20,0.14,",,0,2400",,,,,,,65,",,0",54,",,0",2010-04-20,2010
110,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-21,0.06,",,0,2400",,,,,,,61,",,0",50,",,0",2010-04-21,2010
111,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-22,0.0,",,0,2400",,,,,,,59,",,0",47,",,0",2010-04-22,2010
112,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-23,0.0,",,0,2400",,,,,,,63,",,0",46,",,0",2010-04-23,2010
113,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-24,0.0,",,0,2400",,,,,,,64,",,0",54,",,0",2010-04-24,2010
114,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-25,0.0,",,0,2400",,,,,,,63,",,0",53,",,0",2010-04-25,2010
115,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-26,0.0,",,0,2400",,,,,,,61,",,0",53,",,0",2010-04-26,2010
116,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-27,0.02,",,0,2400",,,,,,,61,",,0",56,",,0",2010-04-27,2010
117,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-28,0.02,",,0,2400",,,,,,,64,",,0",55,",,0",2010-04-28,2010
118,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-29,0.0,",,0,2400",,,,,,,65,",,0",53,",,0",2010-04-29,2010
119,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-04-30,0.0,",,0,2400",,,,,,,68,",,0",56,",,0",2010-04-30,2010
120,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-01,0.0,",,0,2400",,,,,,,67,",,0",52,",,0",2010-05-01,2010
121,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-02,0.0,",,0,2400",,,,,,,69,",,0",54,",,0",2010-05-02,2010
122,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-03,0.0,",,0,2400",,,,,,,70,",,0",56,",,0",2010-05-03,2010
123,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-04,0.0,",,0,2400",,,,,,,67,",,0",55,",,0",2010-05-04,2010
124,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-05,0.0,",,0,2400",,,,,,,66,",,0",56,",,0",2010-05-05,2010
125,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-06,0.0,",,0,2400",,,,,,,67,",,0",56,",,0",2010-05-06,2010
126,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-07,0.0,",,0,2400",,,,,,,70,",,0",57,",,0",2010-05-07,2010
127,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-08,0.0,",,0,2400",,,,,,,69,",,0",58,",,0",2010-05-08,2010
128,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-09,0.0,",,0,2400",,,,,,,64,",,0",55,",,0",2010-05-09,2010
129,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-10,0.0,",,0,2400",,,,,,,65,",,0",51,",,0",2010-05-10,2010
130,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-11,0.0,",,0,2400",,,,,,,65,",,0",54,",,0",2010-05-11,2010
131,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-12,0.0,",,0,2400",,,,,,,68,",,0",51,",,0",2010-05-12,2010
132,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-13,0.0,",,0,2400",,,,,,,69,",,0",57,",,0",2010-05-13,2010
133,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-14,0.0,",,0,2400",,,,,,,65,",,0",56,",,0",2010-05-14,2010
134,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-15,0.0,",,0,2400",,,,,,,64,",,0",55,",,0",2010-05-15,2010
135,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-16,0.0,",,0,2400",,,,,,,65,",,0",57,",,0",2010-05-16,2010
136,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-17,0.01,",,0,2400",,,,,,,61,",,0",55,",,0",2010-05-17,2010
137,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-18,0.04,",,0,2400",,,,,,,65,",,0",56,",,0",2010-05-18,2010
138,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-19,0.0,",,0,2400",,,,,,,63,",,0",55,",,0",2010-05-19,2010
139,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-20,0.0,",,0,2400",,,,,,,69,",,0",56,",,0",2010-05-20,2010
140,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-21,0.0,",,0,2400",,,,,,,68,",,0",56,",,0",2010-05-21,2010
141,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-22,0.0,",,0,2400",,,,,,,66,",,0",54,",,0",2010-05-22,2010
142,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-23,0.0,",,0,2400",,,,,,,63,",,0",52,",,0",2010-05-23,2010
143,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-24,0.0,",,0,2400",,,,,,,65,",,0",52,",,0",2010-05-24,2010
144,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-25,0.0,",,0,2400",,,,,,,65,",,0",51,",,0",2010-05-25,2010
145,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-26,0.0,",,0,2400",,,,,,,65,",,0",55,",,0",2010-05-26,2010
146,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-27,0.03,",,0,2400",,,,,,,66,",,0",57,",,0",2010-05-27,2010
147,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-28,0.0,",,0,2400",,,,,,,68,",,0",54,",,0",2010-05-28,2010
148,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-29,0.0,",,0,2400",,,,,,,75,",,0",54,",,0",2010-05-29,2010
149,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-30,0.0,",,0,2400",,,,,,,74,",,0",57,",,0",2010-05-30,2010
150,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-05-31,0.0,",,0,2400",,,,,,,73,",,0",60,",,0",2010-05-31,2010
151,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-01,0.0,",,0,2400",,,,,,,67,",,0",59,",,0",2010-06-01,2010
152,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-02,0.0,",,0,2400",,,,,,,68,",,0",59,",,0",2010-06-02,2010
153,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-03,0.0,",,0,2400",,,,,,,68,",,0",57,",,0",2010-06-03,2010
154,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-04,0.0,",,0,2400",,,,,,,67,",,0",60,",,0",2010-06-04,2010
155,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-05,0.0,",,0,2400",,,,,,,70,",,0",61,",,0",2010-06-05,2010
156,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-06,0.0,",,0,2400",,,,,,,70,",,0",62,",,0",2010-06-06,2010
157,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-07,0.0,",,0,2400",,,,,,,69,",,0",60,",,0",2010-06-07,2010
158,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-08,0.0,"T,,0,2400",,,,,,,69,",,0",60,",,0",2010-06-08,2010
159,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-09,0.0,",,0,2400",,,,,,,68,",,0",60,",,0",2010-06-09,2010
160,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-10,0.0,",,0,2400",,,,,,,70,",,0",63,",,0",2010-06-10,2010
161,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-11,0.0,",,0,2400",,,,,,,70,",,0",60,",,0",2010-06-11,2010
162,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-12,0.0,",,0,2400",,,,,,,70,",,0",60,",,0",2010-06-12,2010
163,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-13,0.0,",,0,2400",,,,,,,68,",,0",60,",,0",2010-06-13,2010
164,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2010-06-14,0.0,",,0,2400",,,,,,,69,",,0",59,",,0",2010-06-14,2010
